User,Krzysztof Kubicz,,Metabolic Load (ML),129.0
Date,2026-16-01,,Biomechanics Load (BL),0.0
Start Time,06:36:19,,ML/Duration,1.36
Duration,00:01:42:49,,BL/Duration],0.0
Activity Type,Normal Activity,,ML/BL,
Sport,Bike,,Avg BR,34.0
,,,Avg VT,252.8
Total Distance [km],57.2,,Avg VE,82.5
Elevation [m],,,Avg HR,136.0
Climb [m],,,Avg Power,
Descent [m],,,Avg Bike Power,298.0

Time,BR,VT,VE,HR,Power,Bike Power,Speed,Elevation,Cumulative Distance,External Heart Rate,External Bike Power,External Cadence,External Speed,Protocol Grade,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,Equivalent 0% Grade Speed,Ground Contact Time,Air Time,VE 15 sec sum,,Breath by breath time,BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed
22.0,25.93,177.3,48.88,104.0,,226.0,19.75,,176.5,,,,,,,,,,,,,,,51.66,26.8,29.9,253.0,196.0,68.0,56.1,,
23.0,26.26,179.6,49.32,104.0,,226.0,19.75,,185.4,,,,,,,,,,,,,,,54.36,26.3,30.2,261.0,198.7,69.0,56.6,,
24.0,26.69,182.5,49.87,104.0,,224.0,19.75,,194.2,,,,,,,,,,,,,,,57.324,18.7,24.5,261.0,201.2,49.0,56.3,,
25.0,27.01,184.4,50.23,105.0,,225.0,19.75,,203.0,,,,,,,,,,,,,,,61.49999999999999,15.6,21.9,254.0,203.2,40.0,55.7,,
26.0,27.3,186.0,50.55,107.0,,228.0,19.75,,211.8,,,,,,,,,,,,,,,66.204,12.5,20.2,334.0,208.0,42.0,55.2,,
27.0,27.6,187.8,50.88,108.0,,227.0,19.75,,220.7,,,,,,,,,,,,,,,68.55000000000001,24.6,19.7,231.0,208.9,57.0,55.2,,
28.0,27.97,190.1,51.33,108.0,,226.0,19.75,,229.5,,,,,,,,,,,,,,,71.964,18.7,17.7,328.0,213.0,61.0,55.4,,
29.0,28.3,192.5,51.78,108.0,,225.0,19.75,,238.3,,,,,,,,,,,,,,,73.404,30.0,19.7,193.0,212.3,58.0,55.5,,
30.0,28.49,195.0,52.25,108.0,,227.0,19.75,,247.2,,,,,,,,,,,,,,,75.89999999999999,27.3,23.5,193.0,211.7,53.0,55.5,,
31.0,28.74,197.5,52.72,107.0,,229.0,19.75,,256.0,,,,,,,,,,,,,,,79.23,19.5,23.8,316.0,214.9,62.0,55.7,,
32.0,29.09,199.9,53.17,107.0,,227.0,19.75,,264.8,,,,,,,,,,,,,,,82.044,20.3,22.3,211.0,214.8,43.0,55.3,,
33.0,29.59,202.7,53.72,108.0,,226.0,19.75,,273.6,,,,,,,,,,,,,,,84.564,22.4,23.3,237.0,215.5,53.0,55.2,,
34.0,30.16,205.9,54.31,108.0,,223.0,19.75,,282.5,,,,,,,,,,,,,,,87.0,25.0,22.6,259.0,216.7,65.0,55.5,,
35.0,30.36,208.0,54.71,109.0,,223.0,19.75,,291.3,,,,,,,,,,,,,,,90.84,16.9,20.7,387.0,221.4,65.0,55.8,,
36.0,30.55,210.0,55.11,109.0,,225.0,19.75,,300.1,,,,,,,,,,,,,,,92.69999999999999,26.8,22.6,173.0,220.1,46.0,55.5,,
37.0,30.72,210.5,55.18,111.0,,227.0,19.75,,308.9,,,,,,,,,,,,,,,94.524,31.9,24.7,264.0,221.3,84.0,56.2,,
38.0,30.89,211.2,55.35,111.0,,226.0,19.75,,317.8,,,,,,,,,,,,,,,98.304,17.6,23.1,391.0,225.6,69.0,56.6,,
39.0,31.1,213.4,56.03,111.0,,225.0,19.77,,326.6,,,,,,,,,,,,,,,100.524,24.2,22.9,224.0,225.6,54.0,56.5,,
40.0,31.16,214.5,56.3,112.0,,226.0,19.77,,335.4,,,,,,,,,,,,,,,102.56400000000001,28.8,26.6,188.0,224.7,54.0,56.4,,
41.0,31.13,215.0,56.34,113.0,,225.0,19.75,,344.3,,,,,,,,,,,,,,,105.78,20.3,24.4,354.0,227.8,72.0,56.8,,
42.0,31.07,215.0,56.17,113.0,,224.0,19.75,,353.1,,,,,,,,,,,,,,,107.904,27.8,24.1,354.0,230.7,98.0,57.8,,
43.0,30.97,214.5,55.8,113.0,,227.0,19.75,,361.9,,,,,,,,,,,,,,,111.17999999999999,17.4,24.1,186.0,229.7,32.0,57.2,,
44.0,30.77,214.1,55.53,113.0,,227.0,19.75,,370.8,,,,,,,,,,,,,,,113.22,28.3,25.4,190.0,228.8,54.0,57.1,,
45.0,30.39,213.5,55.44,113.0,,227.0,19.75,,379.6,,,,,,,,,,,,,,,116.94,18.1,22.0,366.0,231.8,66.0,57.3,,
46.0,29.92,219.0,56.09,112.0,,226.0,19.75,,388.4,,,,,,,,,,,,,,,119.34,22.1,22.6,223.0,231.6,49.0,57.1,,
47.0,29.56,222.2,56.51,112.0,,226.0,19.75,,397.2,,,,,,,,,,,,,,,122.25,21.4,20.5,252.0,232.0,54.0,57.1,,
48.0,29.32,222.8,56.67,113.0,,226.0,19.75,,406.0,,,,,,,,,,,,,,,125.37,19.7,21.1,303.0,233.5,60.0,57.1,,
49.0,29.09,223.4,56.84,113.0,,225.0,19.75,,414.9,,,,,,,,,,,,,,,128.57999999999998,18.5,19.9,352.0,235.8,65.0,57.3,,
50.0,28.86,223.9,57.0,112.0,,231.0,19.75,,423.7,,,,,,,,,,,,,,,132.48000000000002,15.8,19.9,256.0,236.2,40.0,56.9,,
51.0,28.34,227.3,58.19,113.0,,228.0,19.75,,432.5,,,,,,,,,,,,,,,136.824,15.2,18.0,235.0,236.2,36.0,56.5,,
52.0,27.86,231.3,59.3,113.0,,224.0,19.75,,441.4,,,,,,,,,,,,,,,141.75,11.1,16.5,367.0,238.7,41.0,56.2,,
53.0,27.63,235.0,59.68,113.0,,224.0,19.75,,450.2,,,,,,,,,,,,,,,145.08,18.8,16.5,325.0,240.3,61.0,56.3,,
54.0,27.41,238.8,60.06,110.0,,224.0,19.75,,459.0,,,,,,,,,,,,,,,146.45999999999998,32.6,16.6,325.0,241.8,106.0,57.2,,
55.0,27.18,240.7,60.34,110.0,,225.0,19.75,,467.8,,,,,,,,,,,,,,,148.73399999999998,28.8,20.9,180.0,240.7,52.0,57.1,,
56.0,26.94,241.6,60.57,110.0,,226.0,19.75,,476.7,,,,,,,,,,,,,,,151.704,20.5,22.7,256.0,241.0,53.0,57.1,,
57.0,26.71,242.5,60.79,111.0,,227.0,19.75,,485.5,,,,,,,,,,,,,,,154.79399999999998,19.7,23.0,304.0,242.1,60.0,57.1,,
58.0,26.5,243.4,61.05,114.0,,226.0,19.75,,494.3,,,,,,,,,,,,,,,157.83,19.7,23.0,191.0,241.2,38.0,56.8,,
59.0,26.31,244.3,61.32,115.0,,226.0,19.75,,503.2,,,,,,,,,,,,,,,159.63,30.6,23.0,196.0,240.4,60.0,56.8,,
60.0,26.12,245.1,61.59,115.0,,226.0,19.75,,512.0,,,,,,,,,,,,,,,163.26,18.1,20.0,322.0,241.8,58.0,56.9,,
61.0,25.92,246.0,61.86,115.0,,225.0,19.75,,520.8,,,,,,,,,,,,,,,166.32,19.7,19.7,309.0,242.9,61.0,56.9,,
62.0,25.77,247.4,62.16,116.0,,225.0,19.75,,529.6,,,,,,,,,,,,,,,167.88,30.0,23.2,216.0,242.4,65.0,57.1,,
63.0,25.67,249.3,62.47,116.0,,225.0,19.75,,538.5,,,,,,,,,,,,,,,171.98999999999998,17.4,22.6,431.0,245.4,75.0,57.3,,
64.0,25.56,251.3,62.78,116.0,,228.0,19.75,,547.3,,,,,,,,,,,,,,,174.36,21.7,19.8,188.0,244.5,41.0,57.1,,
65.0,25.46,253.2,63.09,116.0,,225.0,19.75,,556.1,,,,,,,,,,,,,,,176.52,26.8,22.8,163.0,243.3,44.0,56.9,,
66.0,25.36,255.1,63.4,117.0,,225.0,19.75,,564.9,,,,,,,,,,,,,,,178.74,26.3,24.9,181.0,242.3,48.0,56.8,,
67.0,25.07,258.6,64.3,117.0,,228.0,19.75,,573.8,,,,,,,,,,,,,,,182.19,18.7,22.3,334.0,243.7,63.0,56.9,,
68.0,24.74,262.6,65.36,117.0,,226.0,19.75,,582.6,,,,,,,,,,,,,,,184.23,25.0,24.4,217.0,243.3,54.0,56.8,,
69.0,24.41,265.3,65.94,117.0,,223.0,19.75,,591.4,,,,,,,,,,,,,,,186.33,31.2,26.0,182.0,242.4,57.0,56.8,,
70.0,24.09,266.3,65.96,118.0,,225.0,19.75,,600.2,,,,,,,,,,,,,,,187.92000000000002,32.6,27.5,155.0,241.2,51.0,56.7,,
71.0,23.77,267.4,65.98,117.0,,227.0,19.75,,609.1,,,,,,,,,,,,,,,189.24,41.7,29.6,212.0,240.8,88.0,57.2,,
72.0,23.44,268.4,65.97,117.0,,227.0,19.75,,617.9,,,,,,,,,,,,,,,191.73,31.2,31.7,202.0,240.3,63.0,57.2,,
73.0,23.01,266.1,65.14,118.0,,227.0,19.75,,626.7,,,,,,,,,,,,,,,193.71,25.4,31.7,144.0,239.0,37.0,57.0,,
74.0,22.76,266.0,64.74,118.0,,226.0,19.75,,635.6,,,,,,,,,,,,,,,195.39,35.7,33.2,225.0,238.8,80.0,57.3,,
75.0,22.62,267.4,64.63,118.0,,224.0,19.75,,644.4,,,,,,,,,,,,,,,199.17000000000002,21.4,30.8,370.0,240.5,79.0,57.6,,
76.0,22.48,268.6,64.45,118.0,,225.0,19.75,,653.2,,,,,,,,,,,,,,,201.75,17.4,26.0,175.0,239.6,31.0,57.2,,
77.0,22.34,267.9,63.69,118.0,,226.0,19.75,,662.0,,,,,,,,,,,,,,,204.60000000000002,22.4,23.1,242.0,239.7,54.0,57.2,,
78.0,22.19,267.1,62.93,118.0,,227.0,19.75,,670.9,,,,,,,,,,,,,,,206.964,24.6,22.8,260.0,239.9,64.0,57.3,,
79.0,22.05,266.3,62.17,117.0,,226.0,19.75,,679.7,,,,,,,,,,,,,,,208.35000000000002,35.7,22.8,260.0,240.2,93.0,57.7,,
80.0,21.99,265.7,61.6,117.0,,228.0,19.75,,688.5,,,,,,,,,,,,,,,210.0,37.5,27.6,249.0,240.3,93.0,58.1,,
81.0,21.95,265.2,61.08,117.0,,225.0,19.75,,697.3,,,,,,,,,,,,,,,212.64000000000001,25.4,28.6,256.0,240.5,65.0,58.2,,
82.0,21.92,264.6,60.56,116.0,,223.0,19.75,,706.2,,,,,,,,,,,,,,,214.47,28.8,30.0,152.0,239.4,44.0,58.1,,
83.0,22.03,264.7,60.33,116.0,,229.0,19.75,,715.0,,,,,,,,,,,,,,,217.95,19.7,30.0,361.0,240.9,71.0,58.2,,
84.0,22.16,264.7,60.12,117.0,,226.0,19.75,,723.8,,,,,,,,,,,,,,,219.45000000000002,31.9,28.7,121.0,239.5,39.0,58.0,,
85.0,22.28,266.3,60.15,118.0,,224.0,19.75,,732.6,,,,,,,,,,,,,,,221.01,38.5,28.7,292.0,240.1,112.0,58.6,,
86.0,22.39,269.8,60.49,118.0,,224.0,19.75,,741.5,,,,,,,,,,,,,,,223.56,26.3,29.0,332.0,241.1,87.0,58.9,,
87.0,22.51,273.4,60.83,117.0,,228.0,19.75,,750.3,,,,,,,,,,,,,,,225.33,28.8,29.0,112.0,239.7,32.0,58.6,,
88.0,22.58,273.2,60.28,117.0,,228.0,19.75,,759.1,,,,,,,,,,,,,,,226.88400000000001,37.5,32.8,208.0,239.3,78.0,58.9,,
89.0,22.66,273.0,59.74,117.0,,224.0,19.75,,768.0,,,,,,,,,,,,,,,231.35999999999999,32.6,33.0,406.0,241.2,132.0,59.7,,
90.0,22.74,272.8,59.19,117.0,,224.0,19.75,,776.8,,,,,,,,,,,,,,,233.25,23.1,29.3,183.0,240.5,42.0,59.5,,
91.0,22.84,272.3,58.6,116.0,,225.0,19.75,,785.6,,,,,,,,,,,,,,,235.77,26.8,29.4,166.0,239.7,45.0,59.3,,
92.0,23.07,269.5,57.82,116.0,,227.0,19.75,,794.4,,,,,,,,,,,,,,,237.51,28.3,29.2,181.0,239.1,51.0,59.2,,
93.0,23.29,268.3,57.12,116.0,,226.0,19.75,,803.3,,,,,,,,,,,,,,,241.34400000000002,19.5,26.1,348.0,240.2,68.0,59.3,,
94.0,23.5,270.3,56.63,116.0,,226.0,19.75,,812.1,,,,,,,,,,,,,,,243.11999999999998,24.2,24.7,348.0,241.4,84.0,59.6,,
95.0,23.59,271.7,56.33,116.0,,226.0,19.75,,820.9,,,,,,,,,,,,,,,244.71,35.7,26.4,183.0,240.8,65.0,59.6,,
96.0,23.57,272.3,56.26,115.0,,228.0,19.75,,829.8,,,,,,,,,,,,,,,248.04000000000002,20.3,24.3,353.0,241.9,71.0,59.8,,
97.0,23.54,272.8,56.19,115.0,,227.0,19.75,,838.6,,,,,,,,,,,,,,,249.83999999999997,27.8,24.1,211.0,241.6,59.0,59.7,,
98.0,23.51,273.4,56.12,116.0,,225.0,19.75,,847.4,,,,,,,,,,,,,,,252.18,28.8,26.9,202.0,241.2,58.0,59.7,,
99.0,23.48,274.2,56.69,116.0,,225.0,19.75,,856.2,,,,,,,,,,,,,,,253.76999999999998,31.3,29.3,210.0,240.9,66.0,59.8,,
100.0,23.45,275.2,57.55,116.0,,225.0,19.75,,865.0,,,,,,,,,,,,,,,256.2,27.3,28.0,210.0,240.6,57.0,59.8,,
101.0,23.4,275.1,58.09,116.0,,227.0,19.75,,873.9,,,,,,,,,,,,,,,258.48,26.3,28.0,200.0,240.2,53.0,59.7,,
102.0,23.34,273.9,58.29,116.0,,227.0,19.75,,882.7,,,,,,,,,,,,,,,260.73,27.3,27.8,168.0,239.5,46.0,59.6,,
103.0,23.29,272.9,58.45,116.0,,226.0,19.75,,891.5,,,,,,,,,,,,,,,263.31,22.1,27.0,271.0,239.8,60.0,59.6,,
104.0,23.24,272.1,58.56,116.0,,226.0,19.75,,900.4,,,,,,,,,,,,,,,267.33,17.6,25.2,434.0,241.6,77.0,59.7,,
105.0,23.2,271.3,58.68,116.0,,227.0,19.75,,909.2,,,,,,,,,,,,,,,270.78,17.0,22.0,303.0,242.2,52.0,59.7,,
106.0,23.14,270.9,58.78,116.0,,227.0,19.75,,918.0,,,,,,,,,,,,,,,272.58,26.8,22.2,303.0,242.8,81.0,59.9,,
107.0,23.06,272.0,58.82,116.0,,225.0,19.75,,926.8,,,,,,,,,,,,,,,273.90000000000003,36.6,22.2,122.0,241.7,45.0,59.7,,
108.0,22.98,272.9,58.84,116.0,,225.0,19.75,,935.7,,,,,,,,,,,,,,,279.17999999999995,30.9,25.1,394.0,243.1,122.0,60.3,,
109.0,22.96,271.5,58.61,117.0,,227.0,19.75,,944.5,,,,,,,,,,,,,,,282.18,19.0,25.6,228.0,242.9,43.0,60.1,,
110.0,22.95,270.1,58.38,117.0,,225.0,19.75,,953.3,,,,,,,,,,,,,,,284.76000000000005,21.7,26.5,227.0,242.8,49.0,60.0,,
111.0,22.93,268.7,58.14,117.0,,225.0,19.75,,962.1,,,,,,,,,,,,,,,287.28000000000003,23.8,25.5,243.0,242.8,58.0,60.0,,
112.0,22.8,268.5,58.13,118.0,,227.0,19.75,,971.0,,,,,,,,,,,,,,,290.1,28.3,24.6,170.0,242.1,48.0,59.9,,
113.0,22.65,268.6,58.16,118.0,,227.0,19.75,,979.8,,,,,,,,,,,,,,,293.82,14.3,21.5,324.0,242.9,46.0,59.8,,
114.0,22.5,269.5,58.2,118.0,,226.0,19.75,,988.6,,,,,,,,,,,,,,,296.04,23.8,23.1,211.0,242.6,50.0,59.7,,
115.0,22.36,270.7,58.25,118.0,,227.0,19.75,,997.5,,,,,,,,,,,,,,,297.99,30.6,25.3,262.0,242.8,80.0,59.9,,
116.0,22.21,271.8,58.29,119.0,,226.0,19.75,,1006.0,,,,,,,,,,,,,,,301.71000000000004,18.5,23.5,373.0,243.9,69.0,60.0,,
117.0,22.06,272.9,58.33,119.0,,225.0,19.75,,1015.0,,,,,,,,,,,,,,,304.26,20.8,21.1,195.0,243.5,41.0,59.8,,
118.0,21.88,272.8,58.32,119.0,,228.0,19.75,,1024.0,,,,,,,,,,,,,,,305.90999999999997,32.6,25.1,136.0,242.6,44.0,59.6,,
119.0,21.7,272.7,58.3,119.0,,225.0,19.75,,1033.0,,,,,,,,,,,,,,,307.65000000000003,35.7,28.0,215.0,242.4,77.0,59.8,,
120.0,21.54,272.7,58.47,118.0,,224.0,19.75,,1042.0,,,,,,,,,,,,,,,311.66999999999996,34.1,29.2,345.0,244.0,118.0,60.7,,
121.0,21.39,272.8,58.72,118.0,,224.0,19.75,,1050.0,,,,,,,,,,,,,,,313.86,24.2,30.3,126.0,242.8,30.0,60.3,,
122.0,21.25,272.8,58.97,119.0,,226.0,19.75,,1059.0,,,,,,,,,,,,,,,315.384,31.2,32.6,205.0,242.5,64.0,60.3,,
123.0,21.12,274.4,59.21,119.0,,226.0,19.75,,1068.0,,,,,,,,,,,,,,,317.90999999999997,28.3,31.2,225.0,242.9,64.0,60.5,,
124.0,21.0,276.5,59.45,119.0,,226.0,19.75,,1077.0,,,,,,,,,,,,,,,320.1,28.3,29.3,225.0,242.8,64.0,60.5,,
125.0,20.88,278.5,59.68,119.0,,158.0,19.75,,1086.0,,,,,,,,,,,,,,,322.47,24.2,26.9,263.0,244.1,64.0,60.8,,
126.0,20.81,278.8,59.61,120.0,,226.0,19.75,,1095.0,,,,,,,,,,,,,,,325.05,23.4,26.9,421.0,248.2,99.0,61.7,,
127.0,20.78,278.1,59.36,120.0,,227.0,19.75,,1103.0,,,,,,,,,,,,,,,327.06,28.3,26.9,222.0,248.9,63.0,61.9,,
128.0,20.74,277.4,59.11,120.0,,225.0,19.75,,1112.0,,,,,,,,,,,,,,,330.54,20.0,25.3,456.0,252.1,91.0,62.5,,
129.0,20.71,276.1,58.89,120.0,,226.0,19.75,,1121.0,,,,,,,,,,,,,,,333.81,15.6,22.5,159.0,254.3,25.0,62.8,,
130.0,20.69,274.2,58.71,120.0,,225.0,19.75,,1130.0,,,,,,,,,,,,,,,335.37,17.5,20.3,212.0,255.4,37.0,62.9,,
131.0,20.67,272.3,58.53,119.0,,226.0,19.75,,1139.0,,,,,,,,,,,,,,,338.43,22.7,20.1,274.0,255.3,62.0,62.6,,
132.0,20.66,270.4,58.35,119.0,,226.0,19.75,,1148.0,,,,,,,,,,,,,,,341.31,20.0,19.2,274.0,255.0,55.0,62.0,,
133.0,20.64,269.5,58.27,118.0,,224.0,19.75,,1156.0,,,,,,,,,,,,,,,343.74,23.8,20.1,235.0,254.1,56.0,61.5,,
134.0,20.62,269.6,58.29,116.0,,225.0,19.75,,1165.0,,,,,,,,,,,,,,,346.83,20.8,21.2,331.0,256.0,69.0,61.4,,
135.0,20.6,269.6,58.31,116.0,,227.0,19.75,,1174.0,,,,,,,,,,,,,,,349.23,23.4,22.3,278.0,256.2,65.0,61.4,,
136.0,20.59,269.7,58.32,115.0,,228.0,19.75,,1183.0,,,,,,,,,,,,,,,351.03000000000003,31.3,22.7,275.0,255.2,86.0,61.5,,
137.0,20.57,269.8,58.31,115.0,,225.0,19.75,,1192.0,,,,,,,,,,,,,,,353.82,23.4,23.6,289.0,255.5,68.0,61.5,,
138.0,20.54,270.3,58.17,115.0,,227.0,19.75,,1200.0,,,,,,,,,,,,,,,356.07,25.0,24.0,233.0,255.3,58.0,61.4,,
139.0,20.5,270.8,58.02,115.0,,229.0,19.75,,1209.0,,,,,,,,,,,,,,,359.43,19.5,24.0,421.0,256.7,82.0,61.6,,
140.0,20.47,271.2,57.88,116.0,,227.0,19.75,,1218.0,,,,,,,,,,,,,,,360.99,30.0,26.1,169.0,255.9,51.0,61.6,,
141.0,20.44,271.7,57.74,116.0,,224.0,19.75,,1227.0,,,,,,,,,,,,,,,362.90999999999997,33.3,26.1,186.0,255.3,62.0,61.7,,
142.0,20.4,271.6,57.6,116.0,,223.0,19.75,,1236.0,,,,,,,,,,,,,,,366.03000000000003,20.5,25.2,304.0,255.8,63.0,61.8,,
143.0,20.36,269.9,57.45,116.0,,225.0,19.75,,1245.0,,,,,,,,,,,,,,,369.15,19.7,23.4,282.0,255.5,56.0,61.9,,
144.0,20.32,268.1,57.3,116.0,,226.0,19.75,,1253.0,,,,,,,,,,,,,,,372.3,18.8,23.4,238.0,254.7,45.0,61.8,,
145.0,20.28,266.4,57.14,116.0,,226.0,19.75,,1262.0,,,,,,,,,,,,,,,375.3,19.2,19.8,368.0,256.2,71.0,61.9,,
146.0,20.15,265.3,57.2,116.0,,227.0,19.75,,1271.0,,,,,,,,,,,,,,,377.28000000000003,28.3,19.8,195.0,256.3,55.0,61.9,,
147.0,20.13,264.6,57.21,116.0,,226.0,19.75,,1280.0,,,,,,,,,,,,,,,379.16999999999996,32.6,22.4,184.0,255.6,60.0,61.9,,
148.0,20.21,264.1,57.17,116.0,,226.0,19.75,,1289.0,,,,,,,,,,,,,,,380.82000000000005,32.6,26.7,375.0,256.2,122.0,62.4,,
149.0,20.28,263.3,57.18,116.0,,225.0,19.75,,1298.0,,,,,,,,,,,,,,,384.0,22.1,27.7,473.0,258.4,104.0,62.9,,
150.0,20.31,261.8,57.36,116.0,,226.0,19.75,,1306.0,,,,,,,,,,,,,,,385.86,27.3,29.4,146.0,257.6,40.0,62.8,,
151.0,20.34,260.2,57.54,115.0,,227.0,19.75,,1315.0,,,,,,,,,,,,,,,387.3,37.5,30.8,146.0,256.6,55.0,62.7,,
152.0,20.37,258.6,57.56,113.0,,229.0,19.75,,1324.0,,,,,,,,,,,,,,,389.04,37.5,32.5,256.0,256.6,96.0,63.0,,
153.0,20.36,256.9,57.18,113.0,,227.0,19.75,,1333.0,,,,,,,,,,,,,,,392.67,21.4,28.9,348.0,256.3,75.0,63.1,,
154.0,20.36,255.3,56.8,113.0,,225.0,19.75,,1342.0,,,,,,,,,,,,,,,396.27,14.9,28.7,328.0,257.6,49.0,62.9,,
155.0,20.37,253.9,56.51,112.0,,224.0,19.75,,1351.0,,,,,,,,,,,,,,,399.6,18.1,25.7,397.0,257.6,72.0,63.0,,
156.0,20.44,253.4,56.57,111.0,,225.0,19.75,,1359.0,,,,,,,,,,,,,,,402.18,21.4,20.3,242.0,257.8,52.0,62.9,,
157.0,20.5,252.9,56.62,111.0,,225.0,19.75,,1368.0,,,,,,,,,,,,,,,404.88,22.7,20.3,258.0,258.4,59.0,63.0,,
158.0,20.6,252.7,56.75,112.0,,227.0,19.75,,1377.0,,,,,,,,,,,,,,,407.07000000000005,25.9,20.7,223.0,257.3,58.0,62.9,,
159.0,20.85,253.3,57.23,113.0,,226.0,19.75,,1386.0,,,,,,,,,,,,,,,410.55,19.0,21.0,390.0,257.6,74.0,62.7,,
160.0,21.05,253.7,57.58,112.0,,226.0,19.75,,1395.0,,,,,,,,,,,,,,,412.65000000000003,25.0,23.1,206.0,257.7,52.0,62.8,,
161.0,21.16,253.8,57.7,112.0,,227.0,19.75,,1403.0,,,,,,,,,,,,,,,415.71,20.3,22.7,289.0,258.6,59.0,62.9,,
162.0,21.27,253.8,57.82,112.0,,226.0,19.75,,1412.0,,,,,,,,,,,,,,,418.23,23.4,22.9,251.0,257.6,59.0,62.8,,
